conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region,version,onset_lat,onset_lon,onset_loc,onset_loc_prec,onset_loc_sovereignty,common_name,start_date2_changed,start_prec2_changed,coder,coder_remarks,year_diff,onset2,onset3,onset4,onset5,onset6,onset7,onset8,onset9,primary_onset,,
264,Myanmar (Burma),Government of Myanmar (Burma),144,,SSA,250,,1,Shan,1972,1,1,3,1959-11-22,1,1972-12-31,5,0,,,775,,,,775,3,25.1,22.036,98.134,"(22.0361, 98.1336)",4,Myanmar,Shan State Conflict (Shan Resistance),0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details.",2,1,0,0,0,0,0,0,0,0,,
264,Myanmar (Burma),Government of Myanmar (Burma),144,,"SSRA, SURA","252, 253",,1,Shan,1976,1,1,3,1959-11-22,1,1976-08-31,4,0,,,775,,,,775,3,25.1,22.036,98.134,"(22.0361, 98.1336)",5,Myanmar,Shan State Conflict,0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details.",3,1,1,0,0,0,0,0,0,0,,
264,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1993,1,1,3,1959-11-22,1,1993-07-16,3,0,,,775,,,,775,3,25.1,21.647,98.124,"(21.6467, 98.1242)",1,Myanmar,Shan State Conflict (Shan Resistance),0,0,Anna Stravato,UcdpPrioRice start date: 07/16/1993. GEDEvent start date: 07/03/1993,5,1,1,1,1,0,0,0,0,0,,
264,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2005,1,1,3,1959-11-22,1,2005-12-27,1,0,,,775,,,,775,3,25.1,22.000,98.000,"(22.0000, 98.0000)",6,Myanmar,Shan State Conflict (Shan Resistance),0,0,Anna Stravato,,3,1,1,0,0,0,0,0,0,0,,
264,Myanmar (Burma),Government of Myanmar (Burma),144,,"RCSS, SSPP","1122, 256",,1,Shan,2013,1,1,3,1959-11-22,1,2013-02-22,1,1,2013-10-10,,775,,,,775,3,25.1,22.000,98.000,"(22.0000, 98.0000)",6,Myanmar,Shan State Conflict (Shan Resistance),0,0,Anna Stravato,,2,1,0,0,0,0,0,0,0,0,,
264,Myanmar (Burma),Government of Myanmar (Burma),144,,SSPP,1122,,1,Shan,2015,1,1,3,1959-11-22,1,2015-10-18,1,1,2015-11-30,,775,,,,775,3,25.1,22.000,98.000,"(22.0000, 98.0000)",4,Myanmar,Shan State Conflict (Shan Resistance),0,0,Anna Stravato,UcdpPrioRice start date: 10/10/2015. GEDEvent start date: 10/01/2015,2,1,0,0,0,0,0,0,0,0,,
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,,State of Katanga,406,,1,Katanga,1961,1,0,3,1961-10-27,1,1961-11-12,3,0,,,490,,,,490,4,25.1,-2.949,25.923,"(-2.9492, 25.9231)",4,Democratic Republic of Congo,"Congo Crisis, Katanga Secessionist Movement",0,0,Anna Stravato,,-10,1,1,1,1,1,1,1,1,1,,
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,,1,Katanga,2013,1,0,4,1961-10-27,1,2013-03-18,1,0,,,490,"510, 553, 560",,,490,4,25.1,-9.000,26.000,"(-9.0000, 26.0000)",4,Democratic Republic of Congo,"Congo Crisis, Katanga Secessionist Movement",0,0,Anna Stravato,,51,1,1,1,1,1,1,1,1,0,,
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,,1,Katanga,2020,1,0,4,1961-10-27,1,2020-03-28,1,1,2020-09-26,,490,"510, 553, 560",,,490,4,25.1,-12.118,27.798,"(-12.1182, 27.7978)",1,Democratic Republic of Congo,"Congo Crisis, Katanga Secessionist Movement",0,0,Anna Stravato,,6,1,1,1,1,1,0,0,0,0,,
266,DR Congo (Zaire),Government of DR Congo (Zaire),89,,Independent Mining State of South Kasai,407,,1,South Kasai,1960,1,0,3,1960-08-31,2,1960-08-31,2,0,,,490,,,,490,4,25.1,-6.209,23.389,"(-6.2092, 23.3892)",2.1,Democratic Republic of Congo,Congo Crisis,0,0,Anna Stravato,Start date Aug 26,-10,1,1,1,1,1,1,1,1,1,,
267,Ethiopia,Government of Ethiopia,97,,Military faction (forces of Mengistu Neway),408,,2,,1960,1,0,3,1960-12-17,2,1960-12-17,2,1,1960-12-17,,530,,,,530,4,25.1,9.019,38.752,"(9.0192, 38.7522)",2.1,Ethiopia,Ethiopian Conflict (Ethiopian Coup of 1960),0,0,Anna Stravato,,-10,1,1,1,1,1,1,1,1,1,,
267,Ethiopia,Government of Ethiopia,97,,"EPRP, TPLF","409, 410",,2,,1976,2,1,3,1960-12-17,2,1976-06-02,2,0,,,530,,,,530,4,25.1,13.623,39.002,"(13.6231, 39.0017)",2.1,Ethoiopia,Ethiopian Conflict (Ethiopian Civil War),0,0,Anna Stravato,,16,1,1,1,1,1,1,1,1,0,,
267,Ethiopia,Government of Ethiopia,97,Government of Eritrea,TPLF,410,,2,,2020,2,1,4,1960-12-17,2,2020-11-04,1,0,,,530,531,,,530,4,25.1,13.564,36.976,"(13.5639, 36.9763)",1,Ethiopia,Ethiopian Conflict (Tigray War),0,0,Anna Stravato,,29,1,1,1,1,1,1,1,1,0,,
268,"Ethiopia, Somalia",Government of Ethiopia,97,,Government of Somalia,95,,1,Ogaden,1964,1,0,2,1964-02-10,2,1964-02-13,2,1,1964-03-30,,530,,520,,"520, 530",4,25.1,9.603,43.341,"(9.6033, 43.3411)",2.1,Somalia,Ogaden War (First),0,0,Anna Stravato,Start date Feb 7,-10,1,1,1,1,1,1,1,1,1,,
268,"Ethiopia, Somalia",Government of Ethiopia,97,"Government of Cuba, Government of South Yemen",Government of Somalia,95,,1,Ogaden,1977,2,1,2,1964-02-10,2,1977-07-13,1,0,,,530,"40, 680",520,,"520, 530",4,25.1,9.605,41.858,"(9.6047, 41.8583)",2.1,Ethiopia,Ogaden War ,0,0,Anna Stravato,,13,1,1,1,1,1,1,1,1,0,,
268,"Ethiopia, Somalia",Government of Ethiopia,97,Government of Cuba,Government of Somalia,95,,1,Ogaden,1980,1,1,2,1964-02-10,2,1980-05-31,3,1,1980-12-03,,530,40,520,,"520, 530",4,25.1,6.661,43.791,"(6.6611, 43.7908)",4,Ethiopia,Ogaden War (Post Conflict),0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details.",2,1,0,0,0,0,0,0,0,0,,
269,Nepal,Government of Nepal,146,,NC,257,,2,,1960,1,0,3,1960-02-29,4,1960-02-29,4,0,,,790,,,,790,3,25.1,28.395,84.124,"(28.3947, 84.1239)",6,Nepal,Nepal Conflict,0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details.",-10,1,1,1,1,1,1,1,1,1,,
269,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1996,1,0,3,1960-02-29,4,1996-08-23,1,0,,,790,,,,790,3,25.1,28.395,82.750,"(28.4167, 82.7500)",3,Nepal,Nepalese Civil War,0,0,Anna Stravato,,34,1,1,1,1,1,1,1,1,0,,
270,France,Government of France,33,,OAS,259,,2,,1961,2,1,3,1961-04-22,1,1961-04-22,1,0,,,220,,,,220,1,25.1,28.034,1.659,"(28.0336, 1.6594)",6,Algeria,OAS Attacks,0,0,Anna Stravato,"Not sure what conflict this is referring to-- could be in Algeria or France, but either way very difficult to find information. The coordinates are just the coordinates for Algeria but I'm not even sure that's the country where the conflict occurred",-10,1,1,1,1,1,1,1,1,1,,
271,Iraq,Government of Iraq,116,,KDP,260,,1,Kurdistan,1961,2,1,3,1945-08-30,3,1961-12-31,3,0,,,645,,,,645,2,25.1,36.929,44.036,"(36.9286, 44.0364)",2.1,Iraq,Iraq/Kurds Conflict (Barzani Rebellion),0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details. Possible start date: 13 Sep",-10,1,1,1,1,1,1,1,1,1,,
271,Iraq,Government of Iraq,116,,KDP,260,,1,Kurdistan,1973,1,1,3,1945-08-30,3,1973-07-31,3,0,,,645,,,,645,2,25.1,33.315,44.366,"(33.3150, 44.3658)",2.1,Iraq,Iraq/Kurds Conflict ,0,0,Anna Stravato,The comabatants and details for this conflict are very unclear. Information is hard to find. See working doc coder_remarks,3,1,1,0,0,0,0,0,0,0,,
271,Iraq,Government of Iraq,116,,PUK,261,,1,Kurdistan,1995,1,1,3,1945-08-30,3,1995-03-14,1,0,,,645,,,,645,2,25.1,36.167,42.583,"(36.1667, 42.5833)",5,Iraq,Iraq/Kurds Conflict (Iraqi Kurdish Civil War),0,0,Anna Stravato,,3,1,1,0,0,0,0,0,0,0,,
272,"France, Tunisia",Government of France,33,,Government of Tunisia,110,,1,Bizerte,1961,2,1,2,1961-07-20,1,1961-07-20,1,1,1961-07-22,,220,,616,,"220, 616","1, 4",25.1,37.277,9.864,"(37.2767, 9.8639)",2.1,Tunisia,Bizerte Crisis,0,0,Anna Stravato,Start date: Jul 19-23,-10,1,1,1,1,1,1,1,1,1,,
273,Brunei,Government of United Kingdom,28,,North Kalimantan Liberation Army,263,,1,North Borneo,1962,1,0,1,1962-12-08,1,1962-12-08,1,1,1962-12-31,,200,,,,835,3,25.1,4.755,115.008,"(4.7550, 115.0081)",2.1,Brunei,Brunei Revolt of 1962,0,0,Anna Stravato,,-10,1,1,1,1,1,1,1,1,1,,
274,"China, India",Government of China,135,,Government of India,141,,1,"Aksai Chin, Arunachal Pradesh",1962,2,1,2,1959-08-31,3,1962-10-20,1,1,1962-11-21,,710,,750,,"710, 750",3,25.1,27.850,91.672,"(27.8499, 91.6724) ",2.2,China,Sino-Indian Conflict,1,1,Anna Stravato,**Start_date2 changed from 1962-11-21 to 1962-10-20. Changed start_prec2 from 5 to 1.,-10,1,1,1,1,1,1,1,1,1,,
274,"China, India",Government of China,135,,Government of India,141,,1,"Aksai Chin, Arunachal Pradesh",1967,1,1,2,1959-08-31,3,1967-09-11,3,1,1967-12-31,,710,,750,,"710, 750",3,25.1,27.386,88.831,"(27.3864, 88.8308)",2.1,India,Sino-Indian Conflict,1,0,Anna Stravato,*Start_date2 changed from 1967-1-31 to 1967-09-11,5,1,1,1,1,0,0,0,0,0,,
274,"China, India",Government of China,135,,Government of India,141,,1,"Aksai Chin, Arunachal Pradesh",2020,1,1,2,1959-08-31,3,2020-08-30,1,1,2020-08-30,,710,,750,,"710, 750",3,25.1,35.599,78.646,"(35.5994, 78.6463)",2,"China, India",Sino-Indian Conflict (2020 China-India Skirmishes),0,0,Anna Stravato,,53,1,1,1,1,1,1,1,1,0,,
275,Ethiopia,Government of Ethiopia,97,,ELF,415,,1,Eritrea,1964,1,0,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,25.1,15.493,36.659,"(15.4928, 36.6586)",2.2,Eritrea,Eritrean War of Independence,0,0,Anna Stravato,See working doc for more info,-10,1,1,1,1,1,1,1,1,1,,
276,"Indonesia, Netherlands",Government of Indonesia,155,,Government of Netherlands,30,,1,West New Guinea,1962,1,0,2,1962-01-15,1,1962-01-15,1,1,1962-09-21,,850,,210,,"210, 850","1, 3",25.1,-4.466,135.200,"(-4.4661, 135.2000)",2.2,Indonesia,West New Guinea Dispute,0,0,Anna Stravato,,-10,1,1,1,1,1,1,1,1,1,,
277,Venezuela,Government of Venezuela,18,,Military faction (navy),740,,2,,1962,1,0,3,1962-06-03,2,1962-06-03,2,1,1962-12-31,,101,,,,101,5,25.1,10.470,-68.030,"(10.4697, -68.0297)",2.1,Venezuela,Venezuela Rebellion (El Porteñazo Rebellion),0,0,Anna Stravato,Start date: June 4,-10,1,1,1,1,1,1,1,1,1,,
277,Venezuela,Government of Venezuela,18,,Bandera Roja,741,,2,,1982,1,0,3,1962-06-03,2,1982-04-30,3,1,1982-10-04,,101,,,,101,5,25.1,9.298,-64.349,"(9.2978, -64.3489)",2.1,Venezuela,Venezuela Rebellion (Cantaura Massacre),0,0,Anna Stravato,,20,1,1,1,1,1,1,1,1,0,,
277,Venezuela,Government of Venezuela,18,,Military faction (forces of Hugo Chávez),742,,2,,1992,1,0,3,1962-06-03,2,1992-02-04,1,1,1992-11-27,,101,,,,101,5,25.1,10.488,-66.879,"(10.4880, -66.8792)",1,Venezuela,Venezuela Rebellion (Hugo Chavez),0,0,Anna Stravato,,10,1,1,1,1,1,1,1,1,0,,
278,"Algeria, Morocco",Government of Algeria,109,,Government of Morocco,108,,1,Common Border,1963,1,0,2,1963-10-08,1,1963-10-08,1,1,1963-11-04,,615,,600,,"600, 615",4,25.1,27.677,-8.128,"(27.6769, -8.1283)",5,Algeria,The Sand War,0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details.",-10,1,1,1,1,1,1,1,1,1,,
279,Guinea-Bissau,Government of Portugal,36,,PAIGC,417,,1,Guinea-Bissau,1963,1,0,1,1963-02-28,3,1963-02-28,3,0,,,235,,,,404,4,25.1,11.780,-15.398,"(11.7803, -15.3978)",5,Guinea Bissau,Guinea Bissau War of Independence,0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details.",-10,1,1,1,1,1,1,1,1,1,,
280,Malaysia,Government of Malaysia,152,,CCO,264,,1,North Borneo,1963,1,0,3,1963-12-31,7,1963-12-31,7,0,,,820,,,,820,3,25.1,5.421,116.796,"(5.4208, 116.7961)",4,Malaysia,Sarawak Insurgency,0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details.",-10,1,1,1,1,1,1,1,1,1,,
281,"Indonesia, Malaysia",Government of Indonesia,155,,Government of Malaysia,152,Government of United Kingdom,1,North Borneo,1963,1,0,2,1962-12-08,1,1963-12-31,5,0,,,850,,820,200,"820, 850",3,25.1,2.558,113.001,"(2.5575, 113.0011)",4,Malaysia,Indonesia-Malaysia Confrontation,0,0,Anna Stravato,,-10,1,1,1,1,1,1,1,1,1,,
282,Sudan,Government of Sudan,112,,SSLM,418,,1,Southern Sudan,1963,2,1,3,1963-12-31,5,1963-12-31,5,0,,,625,,,,625,4,25.1,5.069,33.438,"(5.0692, 33.4383)",4,Sudan,Beginning of the First Sudanese Civil War,0,0,Anna Stravato,,-10,1,1,1,1,1,1,1,1,1,,
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,CNL,419,,2,,1964,2,1,3,1964-01-03,1,1964-01-31,2,0,,,490,,,,490,4,25.1,-4.963,19.589,"(-4.9625, 19.5894)",2.1,Democratic Republic of Congo,DRC Conflict (Simba Rebellion),0,0,Anna Stravato,,-10,1,1,1,1,1,1,1,1,1,,
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,Military Faction (Forces of Jean Schramme),420,,2,,1967,1,1,3,1964-01-03,1,1967-07-05,1,1,1967-11-05,,490,,,,490,4,25.1,0.518,25.201,"(0.5183, 25.2006)",2.1,Democratic Republic of Congo,DRC Conflict (Second Stanleyville Mutiny),0,0,Anna Stravato,,2,1,0,0,0,0,0,0,0,0,,
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Morocco, Government of Uganda",FLNC,421,,2,,1977,1,1,4,1964-01-03,1,1977-04-30,3,0,,,490,"500, 600",,,490,4,25.1,-4.378,15.329,"(-4.3783, 15.3292)",4,Democratic Republic of Congo,DRC Conflict (First Shaba War),0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details. Unclear start date; March or April 1977",10,1,1,1,1,1,1,1,1,0,,
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,AFDL,422,Government of Rwanda,2,,1996,2,1,4,1964-01-03,1,1996-10-19,1,0,,,490,,,517,490,4,25.1,-3.167,28.250,"(-3.1667, 28.2500)",4,Democratic Republic of Congo,DRC Conflict (First Congo War),0,0,Anna Stravato,,18,1,1,1,1,1,1,1,1,0,,
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,RNL,7098,,2,,2005,1,1,3,1964-01-03,1,2005-11-01,2,0,,,490,,,,490,4,25.1,0.287,29.185,"(0.2868, 29.1846)",1,Democratic Republic of Congo,DRC Conflict (Aftermath of the Second Congo War),0,0,Anna Stravato,UcdpPrioRice start date: 11/01/2005. GEDEvent start date: 10/31/2005,4,1,1,1,0,0,0,0,0,0,,
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,CNPSC,3043,,2,,2011,1,1,3,1964-01-03,1,2011-08-31,3,0,,,490,,,,490,4,25.1,-4.983,29.117,"(-4.9833, 29.1167)",1,Democratic Republic of Congo,DRC Conflict (Kivu Conflict),0,0,Anna Stravato,UcdpPrioRice start date: 08/31/2011. GEDEvent start date: 08/22/2011,3,1,1,0,0,0,0,0,0,0,,
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,"Kamuina Nsapu, RNL","6590, 7098",,2,,2016,1,1,3,1964-01-03,1,2016-08-08,1,0,,,490,,,,490,4,25.1,-6.500,22.950,"(-6.5000, 22.9500)",3,Democratic Republic of Congo,DRC Conflict (Kivu Conflict),0,0,Anna Stravato,UcdpPrioRice start date: 08/08/2016. GEDEvent start date: 08/10/2016,2,1,0,0,0,0,0,0,0,0,,
284,Gabon,Government of Gabon,85,,Military faction (forces loyal to Léon M'Ba),427,Government of France,2,,1964,1,0,4,1964-02-18,1,1964-02-18,1,1,1964-02-19,,481,,,220,481,4,25.1,0.408,9.440,"(0.4078, 9.4403)",2.1,Gabon,1964 Gabon Coup d’État,0,0,Anna Stravato,,-10,1,1,1,1,1,1,1,1,1,,
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1964,1,0,1,1964-11-19,1,1964-12-06,1,0,,,235,,,,541,4,25.1,-18.666,35.529,"(-18.6656, 35.5294)",6,Mozambique,Mozambican War of Independence,1,0,Anna Stravato,*Start_date2 changed from 1964-11-19 to 1964-12-06,-10,1,1,1,1,1,1,1,1,1,,
286,South Yemen,Government of United Kingdom,28,,FLOSY,265,,1,Aden/South Yemen,1964,1,0,1,1964-11-25,1,1964-11-25,1,0,,,200,,,,680,2,25.1,13.531,44.888,"(13.5311, 44.8878)",4,Yemen,,0,0,Anna Stravato,Start date: Nov 25,-10,1,1,1,1,1,1,1,1,1,,
287,Burundi,Government of Burundi,93,,Military faction (forces loyal to Gervais Nyangoma),429,,2,,1965,1,0,3,1965-10-18,1,1965-10-19,2,1,1965-10-19,,516,,,,516,4,25.1,-3.382,29.364,"(-3.3822, 29.3644)",2.1,Burundi,Burundi Conflict (1965 Burundian Coup Attempt),0,0,Anna Stravato,,-10,1,1,1,1,1,1,1,1,1,,
287,Burundi,Government of Burundi,93,,Palipehutu,430,,2,,1991,1,0,3,1965-10-18,1,1991-11-27,2,0,,,516,,,,516,4,25.1,-3.382,29.364,"(-3.3822, 29.3644)",2,Burundi,Burundi Conflict (Precursor to Burundian Civil War),0,0,Anna Stravato,UcdpPrioRice start date: 11/27/1991. GEDEvent start date: 11/24/1991,26,1,1,1,1,1,1,1,1,0,,
287,Burundi,Government of Burundi,93,,CNDD,431,,2,,1994,1,0,3,1965-10-18,1,1994-10-18,3,0,,,516,,,,516,4,25.1,-2.883,29.250,"(-2.8833, 29.25)",4,Burundi,Burundi Conflict (Burundian Civil War),0,0,Anna Stravato,UcdpPrioRice start date: 10/18/1994. GEDEvent start date: 10/10/1994,2,1,0,0,0,0,0,0,0,0,,
287,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2008,1,1,3,1965-10-18,1,2008-03-01,2,1,2008-11-23,,516,,,,516,4,25.1,-3.322,29.244,"(-3.3222, 29.2442)",2,Burundi,Burundi Conflict (Burundi Peace Process) ,0,0,Anna Stravato,UcdpPrioRice start date: 03/01/2008. GEDEvent data set: 02/28/2008,2,1,0,0,0,0,0,0,0,0,,
287,Burundi,Government of Burundi,93,,RED-TABARA,6513,,2,,2014,1,1,3,1965-10-18,1,2014-12-30,1,0,,,516,,,,516,4,25.1,-2.886,29.203,"(-2.8861, 29.2028)",3,Burundi,Burundi Conflict (RED-TABARA Conflict),0,0,Anna Stravato,,6,1,1,1,1,1,0,0,0,0,,
287,Burundi,Government of Burundi,93,Government of DR Congo (Zaire),RED-TABARA,6513,,2,,2019,1,1,4,1965-10-18,1,2019-01-20,1,0,,,516,490,,,516,4,25.1,-3.124,28.998,"(-3.1237, 28.9976)",2,Democratic Republic of Congo,Burundi Conflict (RED-Tabara Incursion),0,0,Anna Stravato,UcdpPrio and GEDEvent give different onset countries,4,1,1,1,0,0,0,0,0,0,,
288,Chad,Government of Chad,87,,Frolinat,435,,2,,1966,1,0,3,1966-07-31,4,1966-07-31,4,0,,,483,,,,483,4,25.1,15.454,18.732,"(15.4542, 18.7319)",6,Chad,FROLINAT/Chad Conflict,0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details.",-10,1,1,1,1,1,1,1,1,1,,
288,Chad,Government of Chad,87,,FAN,438,,2,,1976,1,1,3,1966-07-31,4,1976-02-18,1,0,,,483,,,,483,4,25.1,14.000,19.000,"(14.0003, 18.9997)",5,Chad,Conflict in Chad (FAN split from Frolinat) ,0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details. Unclear start date.",4,1,1,1,0,0,0,0,0,0,,
288,Chad,Government of Chad,87,Government of France,GUNT,441,Government of Libya,2,,1986,1,1,4,1966-07-31,4,1986-12-31,5,0,,,483,220,,620,483,4,25.1,18.529,20.189,"(18.5292, 20.1886)",5,Chad,Conflict in Chad (Chadian-Libyan War),0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details. Start date Feb 1986. ",2,1,0,0,0,0,0,0,0,0,,
288,Chad,Government of Chad,87,,"Islamic Legion, MOSANAT, Revolutionary Forces of 1 April ","442, 443, 444",,2,,1989,1,1,3,1966-07-31,4,1989-03-03,2,0,,,483,,,,483,4,25.1,13.000,25.000,"(13.0000, 25.0000)",3,Sudan,Conflict in Chad (April 1989 Coup Attempt),0,0,Anna Stravato,UcdpPrioRice start date: 03/03/1989. GEDEvent start date: 02/28/1989,2,1,0,0,0,0,0,0,0,0,,
288,Chad,Government of Chad,87,,"FARF, MDD","446, 451",,2,,1997,1,1,3,1966-07-31,4,1997-10-30,1,0,,,483,,,,483,4,25.1,8.567,16.083,"(8.5667, 16.0833)",1,Chad,Conflict in Chad (Moundou Incident) ,0,0,Anna Stravato,,3,1,1,0,0,0,0,0,0,0,,
288,Chad,Government of Chad,87,,FUCD,453,,2,,2005,1,1,3,1966-07-31,4,2005-12-18,1,0,,,483,,,,483,4,25.1,13.467,22.200,"(13.4667, 22.2000)",1,Chad,Conflict in Chad (Battle of Adre),0,0,Anna Stravato,,2,1,0,0,0,0,0,0,0,0,,
288,Chad,Government of Chad,87,,CCMSR,7151,,2,,2018,1,1,3,1966-07-31,4,2018-08-11,1,1,2018-09-13,,483,,,,483,4,25.1,23.298,15.660,"(23.2984, 15.6602)",5,Chad,Conflict in Chad (Kouri Bougoudi Clashes),0,0,Anna Stravato,,8,1,1,1,1,1,1,1,0,0,,
288,Chad,Government of Chad,87,,CCMSR,7151,,2,,2020,1,1,3,1966-07-31,4,2020-02-19,1,0,,,483,,,,483,4,25.1,23.298,15.660,"(23.2984, 15.6602)",5,Chad,Conflict in Chad (February 2020 Kouri Bougoudi Incursion),0,0,Anna Stravato,,2,1,0,0,0,0,0,0,0,0,,
288,Chad,Government of Chad,87,,CCMSR,7151,,2,,2023,1,1,3,1966-07-31,4,2023-08-09,1,1,2023-09-09,,483,,,,483,4,25.1,21.350,15.950,"(21.3498, 15.9499)",2,Chad,Conflict in Chad (CCMSR Opposition Clashes),0,0,Anna Stravato,,2,1,0,0,0,0,0,0,0,0,,
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1964,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,25.1,5.300,-75.051,"(5.3000, -75.0514)",4,Colombia,Colombian Conflict (Operation Marquetalia),0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details. Unclear start date.",-10,1,1,1,1,1,1,1,1,1,,
289,Colombia,Government of Colombia,17,,"ELN, FARC-EMC","744, 8468",,2,,2018,1,1,3,1964-12-31,5,2018-02-20,1,0,,,100,,,,100,5,25.1,2.122,-74.766,"(2.1217, -74.7661)",1,Colobia,Colombian Conflict (2018 ELN Offensive),0,0,Anna Stravato,,2,1,0,0,0,0,0,0,0,0,,
290,Dominican Republic,Government of Dominican Republic,7,,Military faction (constitutionalists),747,,2,,1965,1,0,3,1965-04-24,1,1965-04-24,1,1,1965-08-31,,42,,,,42,5,25.1,18.463,-69.936,"(18.4625, -69.9358)",2.1,Dominican Republic,Dominican Civil War,0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details.",-10,1,1,1,1,1,1,1,1,1,,
291,Indonesia,Government of Indonesia,155,,OPM,266,,1,West Papua,1965,1,0,3,1965-07-28,1,1965-07-28,1,1,1965-12-31,,850,,,,850,3,25.1,-0.861,134.062,"(-0.8614, 134.0619)",2.2,Indonesia,West Papua Conflict (Arfai Incident) ,0,0,Anna Stravato,,-10,1,1,1,1,1,1,1,1,1,,
291,Indonesia,Government of Indonesia,155,,OPM,266,,1,West Papua,1967,1,0,3,1965-07-28,1,1967-12-31,5,0,,,850,,,,850,3,25.1,-1.336,133.175,"(-1.3358, 133.1747)",4,Indonesia,West Papua Conflict ,0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details.",2,1,0,0,0,0,0,0,0,0,,
291,Indonesia,Government of Indonesia,155,,OPM,266,,1,West Papua,1976,2,1,3,1965-07-28,1,1976-01-31,3,0,,,850,,,,850,3,25.1,-2.988,139.854,"(-2.9881, 139.8539)",3,Indonesia,West Papua Conflict,1,0,Anna Stravato,**Start_date2 changed from 1997-12-31 to 1976-01-31. Changed start_prec2 from 5 to 3,7,1,1,1,1,1,1,0,0,0,,
291,Indonesia,Government of Indonesia,155,,OPM,266,,1,West Papua,1981,2,1,3,1965-07-28,1,1981-12-31,5,1,1981-12-31,,850,,,,850,3,25.1,-2.988,139.854,"(-2.9881, 139.8539)",3,Indonesia,"West Papua Conflict (Operation Sapu Bersih, or Operation Clean Sweep)",0,0,Anna Stravato,"Difficult to find reports of specific casualties, but sources suggest that the 25 casualty threshold would have been reached in this area. See working doc coder_remarks for more details. Unclear start date.",3,1,1,0,0,0,0,0,0,0,,
