conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region,version,onsetprimregion,onsetlocation,locprec,latitude,longitude,sources,coder
223,Myanmar (Burma),Government of Myanmar (Burma),144,,RSO,187,,1,Arakan,1991,1,1,3,1/31/48,4,12/29/91,3,1,12/29/91,,775,,,,775,3,24.1,Rakhine (Arakan) state,.,5,19,94.25,Uppsala Conflict Database,Helge Holtermann
223,Myanmar (Burma),Government of Myanmar (Burma),144,,RSO,187,,1,Arakan,1994,1,1,3,1/31/48,4,5/15/94,5,1,6/23/94,,775,,,,775,3,24.1,,,,17.836972,97.678028,,Tyler
223,Myanmar (Burma),Government of Myanmar (Burma),144,,ARSA,6692,,1,Arakan,2016,1,1,3,1/31/48,4,10/11/16,1,0,,,775,,,,775,3,24.1,,,,21.04649,92.3393,,Tyler
223,Myanmar (Burma),Government of Myanmar (Burma),144,,ULA,3051,,1,Arakan,2022,1,1,3,1/31/48,4,8/25/22,1,0,,,775,,,,775,3,24.1,,,,18.85609,94.24078,,Tyler
224,Myanmar (Burma),Government of Myanmar (Burma),144,,NMSP,190,,1,Mon,1990,1,0,3,12/31/48,3,2/13/90,3,1,3/22/90,,775,,,,775,3,24.1,Mon state,Ye,2,15.25,97.84999847,Minorities at Risk (2004); Uppsala Conflict Database,Helge Holtermann
224,Myanmar (Burma),Government of Myanmar (Burma),144,,BMA,191,,1,Mon,1996,1,0,3,12/31/48,3,12/23/96,5,1,12/23/96,,775,,,,775,3,24.1,Mon state,.,3,17,97.25,Uppsala Conflict Database; Minorities at Risk (2007),Helge Holtermann
227,India,Government of India,141,,CPI-ML,192,,2,,1969,1,1,3,5/1/48,1,12/31/69,5,0,,,750,,,,750,3,24.1,.,.,,-9999,-9999,,Tyler
227,India,Government of India,141,,PWG,193,,2,,1991,1,1,3,5/1/48,1,7/16/91,1,0,,,750,,,,750,3,24.1,,,,15.83333,79.75,,Tyler
227,India,Government of India,141,,PWG,193,,2,,1996,1,1,3,5/1/48,1,4/3/96,1,0,,,750,,,,750,3,24.1,,,,15.83333,79.75,,Tyler
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of Egypt,Royalists,198,,2,,1962,2,1,4,3/15/48,1,10/31/62,3,0,,,678,651,,,678,2,24.1,Sanaa,Sanaa,1,15.35000038,44.20999908,Keesing’s (1948:9168),Helge Holtermann
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,,NDF,199,,2,,1979,1,1,3,3/15/48,1,3/31/79,4,0,,,678,,,,678,2,24.1,,,,14.64,45.210093,,Tyler
230,Yemen (North Yemen),Government of Yemen (North Yemen),123,Government of United States of America,AQAP,881,,2,,2009,1,1,4,3/15/48,1,12/17/09,1,0,,,678,2,,,678,2,24.1,,,,15.790939,44.246602,,Tyler
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1961,2,1,3,12/31/49,6,2/28/61,4,0,,,775,,,,775,3,24.1,Kachin state,.,5,26,97.5,Uppsala Conflict Database,Helge Holtermann
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2011,1,1,3,12/31/49,6,6/27/11,1,0,,,775,,,,775,3,24.1,,,,24.260229,97.178824,,Tyler
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2021,1,1,3,12/31/49,6,4/10/21,1,0,,,775,,,,775,3,24.1,,,,24.43133,97.4084,,Tyler
232,"China, Taiwan",Government of China,135,,Government of Taiwan,137,Government of United States of America,3,Taiwan strait,1954,2,1,2,10/31/49,3,12/31/54,5,1,12/31/54,,710,,713,2,"710, 713",3,24.1,Taiwan strait,Jinmen,,24.455162,118.390706,,Tyler
232,"China, Taiwan",Government of China,135,,Government of Taiwan,137,Government of United States of America,3,Taiwan strait,1958,2,1,2,10/31/49,3,12/31/58,5,1,12/31/58,,710,,713,2,"710, 713",3,24.1,Taiwan strait,Jinmen,,24.455162,118.390706,,Tyler
233,Guatemala,Government of Guatemala,11,,Forces of Carlos Castillo Armas,727,,2,,1954,1,0,3,7/18/49,1,6/18/54,2,1,6/27/54,,90,,,,90,5,24.1,Zacapa,Zacapa,6,14.9666996,-89.53330231,Keesing’s (1954:13679),Helge Holtermann
233,Guatemala,Government of Guatemala,11,,FAR I,728,,2,,1963,1,0,3,7/18/49,1,7/31/63,3,1,12/31/63,,90,,,,90,5,24.1,Guatemala City,Guatemala City,,14.606574,-90.540171,,Tyler
233,Guatemala,Government of Guatemala,11,,FAR I,728,,2,,1965,1,0,3,7/18/49,1,12/31/65,5,0,,,90,,,,90,5,24.1,Guatemala,Guatemala,,15.63053,-90.240861,,Tyler
234,Israel,Government of Israel,121,,"Fatah, PNA","207, 210",,1,Palestine,2000,1,1,3,5/15/48,1,10/1/00,1,0,,,666,,,,666,2,24.1,Jerusalem,Jerusalem,1,31.76659966,35.23329926,Keesing’s (2000: 43769),Helge Holtermann
234,Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,Palestine,2014,2,1,3,5/15/48,1,7/7/14,1,1,12/24/14,,666,,,,666,2,24.1,,,,31.296999,34.243439,,Tyler
234,Israel,Government of Israel,121,,Hamas,209,,1,Palestine,2018,1,1,3,5/15/48,1,4/12/18,1,0,,,666,,,,666,2,24.1,,,,31.516667,34.45,,Tyler
234,Israel,Government of Israel,121,,"Hamas, PIJ","208, 209",,1,Palestine,2021,1,1,3,5/15/48,1,5/10/21,1,0,,,666,,,,666,2,24.1,,,,31.296999,34.243439,,Tyler
236,China,Government of China,135,,Tibet,213,,1,Tibet,1950,1,0,3,10/7/50,1,10/7/50,1,1,10/9/50,,710,,,,710,3,24.1,Tibet,Chamdo,1,31.16699982,97.23300171,Office of Tibet (1996),Helge Holtermann
236,China,Government of China,135,,Tibet,213,,1,Tibet,1956,2,1,3,10/7/50,1,5/31/56,5,1,12/31/56,,710,,,,710,3,24.1,Sichuan,Golok,2,30.03300095,100.75,Keesing’s (1956:1492); Niemi (1958:105),Helge Holtermann
236,China,Government of China,135,,Tibet,213,,1,Tibet,1959,2,1,3,10/7/50,1,3/10/59,1,1,4/23/59,,710,,,,710,3,24.1,Tibet (Xizang),Lhasa,1,29.64999962,91.09999847,Keesing’s (1959:16797),Helge Holtermann
237,Indonesia,Government of Indonesia,155,,Republic of South Moluccas,214,,1,South Moluccas,1950,2,1,3,8/5/50,1,8/5/50,1,1,11/15/50,,850,,,,850,3,24.1,Buru (island),.,3,-3.400000095,126.6666031,Keesing’s (1950:10923),Helge Holtermann
238,United States of America,Government of United States of America,3,,Puerto Rican Nationalist Party,733,,1,Puerto Rico,1950,1,0,1,10/30/50,1,10/30/50,1,1,11/1/50,,2,,,,2,5,24.1,Puerto Rico,Puerto Rico,,18.206566,-66.593759,,Tyler
239,"Egypt, United Kingdom",Government of Egypt,117,,Government of United Kingdom,28,,1,Suez,1951,1,0,2,10/18/51,1,10/18/51,1,0,,,651,,200,,"200, 651","1, 2",24.1,Suze,Ismalilia,,30.599318,32.274677,,Tyler
240,Thailand,Government of Thailand,147,,Military faction (navy),215,,2,,1951,1,0,3,6/30/51,1,6/30/51,1,1,7/1/51,,800,,,,800,3,24.1,Krung Thep Mahanakhon,Bangkok,1,13.75,100.5166702,Keesing’s (1951:11590),Helge Holtermann
240,Thailand,Government of Thailand,147,,CPT,216,,2,,1974,1,1,3,6/30/51,1,10/31/74,4,0,,,800,,,,800,3,24.1,North-eastern provinces,.,5,17.29999924,103.8000031,Keesing’s (1975:27070),Helge Holtermann
241,Kenya,Government of United Kingdom,28,,Mau Mau,400,,1,Kenya,1952,1,0,1,10/22/52,2,10/22/52,2,0,,,200,,,,501,4,24.1,Kenya,Nairobi,,-1.293946,36.823242,,Tyler
242,Cuba,Government of Cuba,5,,M-26-7,734,,2,,1953,1,0,3,7/26/53,1,7/26/53,1,1,7/27/53,,40,,,,40,5,24.1,Santiago de Cuba,Santiago de Cuba,1,20.02472305,-75.82194519,Keesing’s (1953:13516),Helge Holtermann
242,Cuba,Government of Cuba,5,,M-26-7,734,,2,,1956,1,0,3,7/26/53,1,12/5/56,1,0,,,40,,,,40,5,24.1,Granma,Alegria de Pio,1,19.89999962,-77.51670074,Ciment (ed.) 1999:503,Helge Holtermann
242,Cuba,Government of Cuba,5,,Cuban Revolutionary Council,735,Government of United States of America,2,,1961,1,1,4,7/26/53,1,4/17/61,2,1,4/20/61,,40,,,2,40,5,24.1,Matanzas,Bay of Pigs,1,22.18000031,-81.16638947,Ciment (1999:510),Helge Holtermann
243,Indonesia,Government of Indonesia,155,,Darul Islam,217,,2,,1953,2,1,3,12/31/53,5,12/31/53,5,1,12/31/53,,850,,,,850,3,24.1,Aceh province,Kutaradja,8,4.570000172,96.98999786,Keesing’s (1953:13364),Helge Holtermann
243,Indonesia,Government of Indonesia,155,,"Darul Islam, Permesta Movement, PRRI","217, 218, 219",,2,,1958,2,1,3,12/31/53,5,4/17/58,2,0,,,850,,,,850,3,24.1,Central Sumatra,Pekanbaru,2,0.533299983,101.4499969,Keesing’s (1958:16082),Helge Holtermann
244,Morocco,Government of France,33,,Istiqlal,401,,1,Morocco,1953,1,0,1,11/7/53,1,11/7/53,1,0,,,220,,,,600,4,24.1,Morocco,Casablanca,,33.576565,-7.583428,,Tyler
245,Tunisia,Government of France,33,,National Liberation Army,402,,1,Tunisia,1953,1,0,1,4/30/53,3,4/30/53,3,0,,,220,,,,616,4,24.1,Tunisia,Tunis,,36.811302,10.140933,,Tyler
246,Algeria,Government of France,33,,FLN,403,,1,Algeria,1954,1,0,1,11/1/54,1,11/29/54,2,0,,,220,,,,615,4,24.1,Algeria,Algiers,,36.728992,3.120196,,Tyler
247,Argentina,Government of Argentina,26,,"Military faction (forces of Eduardo A. Lonardi Doucet), Military faction (forces of Samuel Toranzo Calder√≥n)","1113, 736",,2,,1955,1,0,3,6/16/55,1,6/16/55,1,1,9/19/55,,160,,,,160,5,24.1,Distrito Federal,Buenos Aires,1,-34.58750153,-58.67250061,Cooper 2003,Helge Holtermann
247,Argentina,Government of Argentina,26,,Military faction (colorados),737,,2,,1963,1,0,3,6/16/55,1,4/2/63,1,1,9/22/63,,160,,,,160,5,24.1,Distrito Federal,Buenos Aires,1,-34.58750153,-58.67250061,Cooper 2003,Helge Holtermann
247,Argentina,Government of Argentina,26,,ERP,738,,2,,1974,1,0,3,6/16/55,1,8/11/74,2,0,,,160,,,,160,5,24.1,Cordoba,Cordoba,,-31.42187,-64.192531,,Tyler
248,Cyprus,Government of United Kingdom,28,,EOKA,220,,1,Cyprus,1955,1,0,1,6/2/55,1,6/2/55,1,0,,,200,,,,352,1,24.1,Cyprus,Nicosia ,,35.162021,33.358682,,
249,South Vietnam,Government of South Vietnam,151,,FNL,221,,1,South Vietnam,1955,2,1,3,4/30/55,3,4/30/55,3,0,,,817,,,,817,3,24.1,Thanh Pho Ho Chi Minh,Ho Chi Minh (Saigon),2,10.75,106.6666641,Keesing’s (1956:14950),Helge Holtermann
250,"Hungary, Russia (Soviet Union)",Government of Hungary,40,,Government of Russia (Soviet Union),57,,2,,1956,2,1,2,10/23/56,1,10/23/56,1,1,11/14/56,,310,,365,,"310, 365",1,24.1,Hungary,Budapest,,47.496784,19.038409,,Tyler
251,India,Government of India,141,,NNC,222,,1,Nagaland,1956,1,0,3,7/20/55,2,12/31/56,5,0,,,750,,,,750,3,24.1,Nagaland,.,5,26,94.25,Keesing’s (1956:15276),Helge Holtermann
251,India,Government of India,141,,NNC,222,,1,Nagaland,1961,1,1,3,7/20/55,2,12/31/61,5,0,,,750,,,,750,3,24.1,Nagaland,Nagaland,,25.51345,94.220476,,Tyler
251,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1992,1,1,3,7/20/55,2,8/5/92,1,0,,,750,,,,750,3,24.1,Nagaland state,.,5,26,94.25,Uppsala Conflict Database,Helge Holtermann
251,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,2000,1,1,3,7/20/55,2,9/13/00,1,1,9/13/00,,750,,,,750,3,24.1,,,,25.847024,93.437332,,Tyler
252,"Egypt, France, Israel, United Kingdom",Government of Egypt,117,,"Government of France, Government of Israel, Government of United Kingdom","33, 121, 28",,1,Suez,1956,2,1,2,10/31/56,1,10/31/56,1,1,11/6/56,,651,,"220,  666,  200",,"200, 220, 651, 666","1, 2",24.1,Suez,Suez,,29.983775,32.650856,,Tyler
253,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,1957,1,0,3,12/31/57,6,12/31/57,6,1,12/31/57,,775,,,,775,3,24.1,Kayah (Karenni) state,.,4,19.25,97.5,Uppsala Conflict Database,Helge Holtermann
253,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,1987,1,0,3,12/31/57,6,12/31/87,5,1,12/31/87,,775,,,,775,3,24.1,Karenni,Karenni,,19.227544,97.270147,,Tyler
253,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,1992,1,0,3,12/31/57,6,9/22/92,1,1,11/6/92,,775,,,,775,3,24.1,Kayah (Karenni) state,.,4,19.25,97.5,Uppsala Conflict Database,Helge Holtermann
253,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,1996,1,0,3,12/31/57,6,3/6/96,2,1,10/6/96,,775,,,,775,3,24.1,Kayah (Karenni) state,.,4,19.25,97.5,Uppsala Conflict Database; Keesing’s (1996: 40956),Helge Holtermann
253,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,2005,1,0,3,12/31/57,6,1/16/05,1,1,1/25/05,,775,,,,775,3,24.1,Kayah (Karenni) state,Nyamu Hill,2,19.29999924,97.80000305,Burma-Issues weekly (2005); Keesing's (2005:46416),Helge Holtermann
253,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,2021,1,0,3,12/31/57,6,11/4/21,1,0,,,775,,,,775,3,24.1,,,,19.48675,97.14581,,Tyler
254,Cameroon,Government of France,33,,UPC,564,,1,Cameroon,1957,1,0,1,9/30/57,3,9/30/57,3,0,,,220,,,,471,4,24.1,Cameroon,Littoral Region ,,4.064565,9.764478,,Tyler
255,"Honduras, Nicaragua",Government of Honduras,12,,Government of Nicaragua,14,,1,Common Border,1957,1,0,2,5/1/57,1,5/1/57,1,1,5/7/57,,91,,93,,"91, 93",5,24.1,Common Border,Mocoron,,15.009918,-84.260425,,Tyler
256,"Mauritania, Morocco",Government of France,33,Government of Spain,NLA,565,,1,Morocco/Mauritania,1957,1,0,1,1/12/57,2,1/12/57,2,0,,,220,230,,,"435, 600",4,24.1,,,,27.664625,-11.091098,,Tyler
257,"Mauritania, Morocco",Government of Spain,35,Government of France,NLA,565,,1,Morocco/Spanish territories,1957,1,0,1,11/23/57,2,11/23/57,2,0,,,230,220,,,"435, 600",4,24.1,,,,27.664625,-11.091098,,Tyler
258,Oman,Government of Oman,129,Government of United Kingdom,State of Oman/Free Oman,226,,1,Oman,1957,1,0,4,7/31/57,3,7/31/57,3,1,8/26/57,,698,200,,,698,2,24.1,Central part of Oman,Nizwa,2,22.93333244,57.53333282,Keesing’s (1972: 25180); OnWar (2000); Wikipedia,Helge Holtermann
259,Iraq,Government of Iraq,116,,Military faction (free Officers Movement),227,,2,,1958,1,0,3,7/14/58,1,7/14/58,1,0,,,645,,,,645,2,24.1,Muahafazat Baghdad,Baghdad,1,33.33860016,44.39390182,Keesing’s (1958:16305),Helge Holtermann
259,Iraq,Government of Iraq,116,,"Military faction (forces of Abd as-Salam Arif), NCRC","229, 230",,2,,1963,2,1,3,7/14/58,1,2/8/63,1,1,11/20/63,,645,,,,645,2,24.1,Muahafazat Baghdad,Baghdad,1,33.33860016,44.39390182,Keesing’s (1964:19879),Helge Holtermann
259,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1982,1,1,3,7/14/58,1,8/1/82,1,0,,,645,,,,645,2,24.1,Muahafazat Baghdad,Baghdad,1,33.33860016,44.39390182,Keesing’s (1982: 31848),Helge Holtermann
259,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1987,1,1,3,7/14/58,1,12/31/87,5,1,12/31/87,,645,,,,645,2,24.1,.,.,,33.265459,44.374553,.,Tyler
259,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1991,1,1,3,7/14/58,1,4/24/91,1,0,,,645,,,,645,2,24.1,Muhafazat al Basrah,Basrah,2,30.49419975,47.81919861,Keesing’s (1991:38082),Helge Holtermann
259,Iraq,Government of Iraq,116,"Government of Albania, Government of Australia, Government of Azerbaijan, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of Dominican Republic, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Honduras, Government of Italy, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Moldova, Government of Mongolia, Government of Netherlands, Government of Nicaragua, Government of North Macedonia, Government of Norway, Government of Philippines, Government of Poland, Government of Portugal, Government of Romania, Government of Slovakia, Government of South Korea, Government of Spain, Government of Tonga, Government of Ukraine, Government of United Kingdom, Government of United States of America","al-Mahdi Army, Ansar al-Islam, IS","233, 234, 5659",,2,,2004,2,1,4,7/14/58,1,1/18/04,1,0,,,645,"2, 200, 210, 230, 235, 290, 316, 317, 325, 339, 343, 355, 359, 360, 366, 367, 368, 369, 372, 373, 385, 390, 42, 705, 712, 732, 840, 900, 91, 92, 93, 972",,,645,2,24.1,Southern Iraq (from Baghdad to Basra),,8,31.89999962,46.09999847,Keesing’s (2004:45978),Helge Holtermann
260,Lebanon,Government of Lebanon,119,,Independent Nasserite Movement,236,,2,,1958,2,1,3,5/15/58,2,5/15/58,2,1,7/31/58,,660,,,,660,2,24.1,Northern border area,.,3,34.5,36.09999847,Keesing’s (1958:16181),Helge Holtermann
260,Lebanon,Government of Lebanon,119,,NSF,237,,2,,1975,1,1,3,5/15/58,2,9/9/75,2,0,,,660,,,,660,2,24.1,Mohafazat Beirut,Beirut,1,33.87194443,35.50972366,Keesing’s (1975:27287),Helge Holtermann
260,Lebanon,Government of Lebanon,119,,NSF,237,,2,,1982,1,1,3,5/15/58,2,9/1/82,2,0,,,660,,,,660,2,24.1,Lebanon,Lebanon,,33.850782,35.714477,,Tyler
260,Lebanon,Government of Lebanon,119,Government of Syria,"Forces of Michel Aoun, Lebanese Forces","242, 243",,2,,1989,1,1,4,5/15/58,2,3/14/89,1,0,,,660,652,,,660,2,24.1,,,,33.871944,35.509722,,Tyler
261,Malaysia,Government of Malaysia,152,"Government of Australia, Government of New Zealand, Government of United Kingdom",CPM,196,,2,,1958,1,0,4,12/31/57,5,12/31/58,5,0,,,820,"200, 900, 920",,,820,3,24.1,Peninsular Malaysia,Johore (province),8,3.5,102.25,Keesing’s (1958:16105; 16386),Helge Holtermann
261,Malaysia,Government of Malaysia,152,,CPM,196,,2,,1974,1,0,3,12/31/57,5,1/15/74,2,0,,,820,,,,820,3,24.1,Peninsular Malaysia,.,5,4,102,Keesing’s (1975: 27333),Helge Holtermann
261,Malaysia,Government of Malaysia,152,,CPM,196,,2,,1981,1,0,3,12/31/57,5,12/31/81,5,1,12/31/81,,820,,,,820,3,24.1,Peninsular Malaysia,.,5,4,102,Keesing’s (1982:31662); Keesing’s (1988b:231),Helge Holtermann
262,Laos,Government of Laos,149,,Pathet Lao,244,,2,,1959,2,1,3,11/12/59,1,11/12/59,1,0,,,812,,,,812,3,24.1,Laos-North Vietnam border area,Houphan province coded,5,20.5,104,Savada (1994),Helge Holtermann
262,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,1963,2,1,4,11/12/59,1,12/31/63,5,0,,,812,"2, 817",,816,812,3,24.1,Laos-North Vietnam border area,Houphan province coded,,20.5,104,,Tyler
262,Laos,Government of Laos,149,,LRM,246,,2,,1989,1,1,3,11/12/59,1,8/25/89,1,0,,,812,,,,812,3,24.1,Northern Laos,.,5,21,102,Chan (1994),Helge Holtermann
263,Angola,Government of Portugal,36,,"FNLA, MPLA","405, 566",,1,Angola,1961,2,1,1,2/4/61,1,2/4/61,1,0,,,235,,,,540,4,24.1,Angola,Luanda,,-8.822306,13.236213,,Tyler
264,Myanmar (Burma),Government of Myanmar (Burma),144,,NSH,247,,1,Shan,1959,1,0,3,11/22/59,1,11/22/59,1,0,,,775,,,,775,3,24.1,Shan state,Tangyan,1,16.78300095,96.16699982,Uppsala Conflict Database,Helge Holtermann
264,Myanmar (Burma),Government of Myanmar (Burma),144,,SSA,250,,1,Shan,1972,1,1,3,11/22/59,1,12/31/72,5,0,,,775,,,,775,3,24.1,.,.,.,-9999,-9999,,Tyler
264,Myanmar (Burma),Government of Myanmar (Burma),144,,"SSRA, SURA","252, 253",,1,Shan,1976,1,1,3,11/22/59,1,8/31/76,4,0,,,775,,,,775,3,24.1,Shan state,Meng Yang,2,21.18300056,100.3669968,Keesing’s (1976:27737),Helge Holtermann
264,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1993,1,1,3,11/22/59,1,7/16/93,3,0,,,775,,,,775,3,24.1,Shan state,.,5,22,98,Uppsala Conflict Database,Helge Holtermann
264,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2005,1,1,3,11/22/59,1,12/27/05,1,0,,,775,,,,775,3,24.1,Shan state,.,5,22,98,Uppsala Conflict Database,Helge Holtermann
264,Myanmar (Burma),Government of Myanmar (Burma),144,,"RCSS, SSPP","1122, 256",,1,Shan,2013,1,1,3,11/22/59,1,2/22/13,1,1,10/10/13,,775,,,,775,3,24.1,,,,22.547101,98.124877,,Tyler
264,Myanmar (Burma),Government of Myanmar (Burma),144,,SSPP,1122,,1,Shan,2015,1,1,3,11/22/59,1,10/18/15,1,1,11/30/15,,775,,,,775,3,24.1,,,,21.919271,98.132189,,Tyler
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,,State of Katanga,406,,1,Katanga,1961,1,0,3,10/27/61,1,11/12/61,3,0,,,490,,,,490,4,24.1,Katanga,Katanga,,-9.907205,26.679465,,Tyler
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,,1,Katanga,2013,1,0,4,10/27/61,1,3/18/13,1,0,,,490,"510, 553, 560",,,490,4,24.1,,,,-11.666667,27.466667,,Tyler
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,,1,Katanga,2020,1,0,4,10/27/61,1,3/28/20,1,1,9/26/20,,490,"510, 553, 560",,,490,4,24.1,,,,-11.666667,27.466667,,Tyler
266,DR Congo (Zaire),Government of DR Congo (Zaire),89,,Independent Mining State of South Kasai,407,,1,South Kasai,1960,1,0,3,8/31/60,2,8/31/60,2,0,,,490,,,,490,4,24.1,"Kasai Oriental (""South Kasai"")",.,5,-4,24,Keesing’s (1960: 17639),Helge Holtermann
267,Ethiopia,Government of Ethiopia,97,,Military faction (forces of Mengistu Neway),408,,2,,1960,1,0,3,12/17/60,2,12/17/60,2,1,12/17/60,,530,,,,530,4,24.1,Adis Abeba,Adis Abeba,1,9.0333004,38.70000076,Keesing’s (1961:17882),Helge Holtermann
267,Ethiopia,Government of Ethiopia,97,,"EPRP, TPLF","409, 410",,2,,1976,2,1,3,12/17/60,2,6/2/76,2,0,,,530,,,,530,4,24.1,Tigray,.,5,14.16660023,38.83332825,Uppsala Conflict Database,Helge Holtermann
267,Ethiopia,Government of Ethiopia,97,Government of Eritrea,TPLF,410,,2,,2020,2,1,4,12/17/60,2,11/4/20,1,0,,,530,531,,,530,4,24.1,,,,14.341427,39.228984,,Tyler
268,"Ethiopia, Somalia",Government of Ethiopia,97,,Government of Somalia,95,,1,Ogaden,1964,1,0,2,2/10/64,2,2/13/64,2,1,3/30/64,,530,,520,,"520, 530",4,24.1,Ogaden,Tog Wajaale,,9.599471,43.334456,,Tyler
268,"Ethiopia, Somalia",Government of Ethiopia,97,"Government of Cuba, Government of South Yemen",Government of Somalia,95,,1,Ogaden,1977,2,1,2,2/10/64,2,7/13/77,1,0,,,530,"40, 680",520,,"520, 530",4,24.1,Ogaden,Ogaden,,6.710615,43.525419,,Tyler
268,"Ethiopia, Somalia",Government of Ethiopia,97,Government of Cuba,Government of Somalia,95,,1,Ogaden,1980,1,1,2,2/10/64,2,5/31/80,3,1,12/3/80,,530,40,520,,"520, 530",4,24.1,Ogaden,Ogaden,,6.710615,43.525419,,Tyler
269,Nepal,Government of Nepal,146,,NC,257,,2,,1960,1,0,3,2/29/60,4,2/29/60,4,0,,,790,,,,790,3,24.1,Nepal,Kathmandu,,27.690758,85.327887,,Tyler
269,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1996,1,0,3,2/29/60,4,8/23/96,1,0,,,790,,,,790,3,24.1,.,.,99,28.41667,82.75,.,Tyler
270,France,Government of France,33,,OAS,259,,2,,1961,2,1,3,4/22/61,1,4/22/61,1,0,,,220,,,,220,1,24.1,Algeria,Algiers,1,36.76300049,3.051000118,Roberts (1975:24).,Helge Holtermann
271,Iraq,Government of Iraq,116,,KDP,260,,1,Kurdistan,1961,2,1,3,8/30/45,3,12/31/61,3,0,,,645,,,,645,2,24.1,Muhafazat Dahuk,Amadiya,2,37.0933342,43.48722076,Keesing’s (1961:18535),Helge Holtermann
271,Iraq,Government of Iraq,116,,KDP,260,,1,Kurdistan,1973,1,1,3,8/30/45,3,7/31/73,3,0,,,645,,,,645,2,24.1,Kurdistan (region of Iraq),.,5,37,44,Keesing’s (1973:26037),Helge Holtermann
271,Iraq,Government of Iraq,116,,PUK,261,,1,Kurdistan,1995,1,1,3,8/30/45,3,3/14/95,1,0,,,645,,,,645,2,24.1,,,,34.683333,44.966667,,Tyler
272,"France, Tunisia",Government of France,33,,Government of Tunisia,110,,1,Bizerte,1961,2,1,2,7/20/61,1,7/20/61,1,1,7/22/61,,220,,616,,"220, 616","1, 4",24.1,Bizerte,Bizerte,,37.277451,9.861286,,Tyler
273,Brunei,Government of United Kingdom,28,,North Kalimantan Liberation Army,263,,1,North Borneo,1962,1,0,1,12/8/62,1,12/8/62,1,1,12/31/62,,200,,,,835,3,24.1,Brunei,Seria,,4.614963,114.334523,,Tyler
274,"China, India",Government of China,135,,Government of India,141,,1,"Aksai Chin, Arunachal Pradesh",1962,2,1,2,8/31/59,3,11/21/62,5,1,11/21/62,,710,,750,,"710, 750",3,24.1,"Aksai Chin, Arunachal Pradesh","Aksai Chin, Arunachal Pradesh",,28.208857,94.740935,,Tyler
274,"China, India",Government of China,135,,Government of India,141,,1,"Aksai Chin, Arunachal Pradesh",1967,1,1,2,8/31/59,3,1/31/67,3,1,12/31/67,,710,,750,,"710, 750",3,24.1,.,.,,-9999,-9999,,Tyler
274,"China, India",Government of China,135,,Government of India,141,,1,"Aksai Chin, Arunachal Pradesh",2020,1,1,2,8/31/59,3,8/30/20,1,1,8/30/20,,710,,750,,"710, 750",3,24.1,,,,33.599399,78.646328,,Tyler
275,Ethiopia,Government of Ethiopia,97,,ELF,415,,1,Eritrea,1964,1,0,3,9/30/61,3,3/15/64,1,0,,,530,,,,530,4,24.1,Eritrea,Barentu ,,15.10572,37.583533,,Tyler
276,"Indonesia, Netherlands",Government of Indonesia,155,,Government of Netherlands,30,,1,West New Guinea,1962,1,0,2,1/15/62,1,1/15/62,1,1,9/21/62,,850,,210,,"210, 850","1, 3",24.1,West New Guinea,West New Guinea,,-3.958494,137.751458,,Tyler
